ticker,window,from,to,id,name,pnl,returnPct,maxDrawdownPct,sharpe,trades
QQQ,Later sample,2021-01-01,2026-01-01,stochastic,Stochastic oversold recovery,10721.532894553966,10.721532894553967,23.62507433819017,0.21439638667219843,24
QQQ,Later sample,2021-01-01,2026-01-01,cci,CCI trend impulse,17367.382011267662,17.36738201126766,20.139644032490324,0.32657879782072186,37
QQQ,Later sample,2021-01-01,2026-01-01,williams,Williams R recovery,11814.222487793057,11.814222487793057,27.240291105566133,0.21999581235832366,35
QQQ,Later sample,2021-01-01,2026-01-01,roc,Rate-of-change momentum,56105.740296190605,56.1057402961906,21.004525686793702,0.68519733597669,22
QQQ,Later sample,2021-01-01,2026-01-01,cmf,Chaikin money flow trend,34887.395654405875,34.88739565440587,20.450389401123147,0.5324737821654826,49
QQQ,Later sample,2021-01-01,2026-01-01,mfi,Money flow oversold,39374.47712738844,39.37447712738844,28.240550208067113,0.46028238987581316,3
QQQ,Later sample,2021-01-01,2026-01-01,keltner,Keltner channel breakout,17719.770253829352,17.719770253829353,10.945182541081023,0.40451989033132174,22
QQQ,Later sample,2021-01-01,2026-01-01,aroon,Aroon trend switch,64344.42233710992,64.34442233710992,21.279913415580296,0.7976459673325043,18
QQQ,Later sample,2021-01-01,2026-01-01,tsi,True strength momentum,36219.67308194633,36.219673081946326,25.977543123068713,0.5252730733510712,19
QQQ,Later sample,2021-01-01,2026-01-01,ultimate,Ultimate oscillator recovery,16107.230615121516,16.107230615121516,13.010829382867541,0.44955573159642154,4
QQQ,Later sample,2021-01-01,2026-01-01,stochrsi,Stochastic RSI pullback,23542.878223534703,23.542878223534704,13.09584881309174,0.528245416808683,27
QQQ,Later sample,2021-01-01,2026-01-01,buy-hold,Buy and hold (95%),95465.82090400581,95.46582090400581,33.7372383462732,0.7287934776734208,1
GLD,Development,2016-01-01,2021-01-01,sma,SMA crossover,37988.819631744525,37.988819631744526,11.955722979016423,0.6507147781621447,13
GLD,Development,2016-01-01,2021-01-01,rsi,RSI threshold,11459.05562315107,11.459055623151071,13.036947025285977,0.477043688166982,4
GLD,Development,2016-01-01,2021-01-01,donchian,Donchian breakout,20713.98319041387,20.71398319041387,13.02996023603046,0.43033613477223326,19
GLD,Development,2016-01-01,2021-01-01,sma200,Price above SMA 200,31576.413470332336,31.576413470332337,14.577143589028003,0.519974486651145,16
GLD,Development,2016-01-01,2021-01-01,ema,EMA crossover,38715.01678610372,38.71501678610372,12.696659414943667,0.658119565522847,21
GLD,Development,2016-01-01,2021-01-01,macd,MACD signal crossover,-4575.42239231561,-4.57542239231561,16.349688267673947,-0.05796827569345324,55
GLD,Development,2016-01-01,2021-01-01,adx,ADX directional trend,-21.265003229680588,-0.021265003229680588,8.405970383517309,0.02049703902659349,4
GLD,Development,2016-01-01,2021-01-01,ichimoku,Ichimoku conversion / base,41812.10086012582,41.812100860125824,13.040728499012957,0.7177469948718124,28
GLD,Development,2016-01-01,2021-01-01,supertrend,Supertrend reversal,32334.085213862505,32.33408521386251,13.548664407203256,0.5780274408184098,22
GLD,Development,2016-01-01,2021-01-01,psar,Parabolic SAR reversal,18070.266260921955,18.070266260921954,14.83447050457691,0.3870400983811425,54
GLD,Development,2016-01-01,2021-01-01,bb-breakout,Bollinger momentum breakout,17161.473861448772,17.161473861448773,13.08833870086025,0.4507113877678911,22
GLD,Development,2016-01-01,2021-01-01,bb-reversion,Bollinger mean reversion,22418.645192416807,22.418645192416808,9.648242968394953,0.7395557873477863,19
GLD,Development,2016-01-01,2021-01-01,connors,Connors RSI 4 pullback,9394.950294283728,9.394950294283728,8.223301700342544,0.3145251427225603,36
GLD,Development,2016-01-01,2021-01-01,stochastic,Stochastic oversold recovery,7.618512922243099,0.007618512922243099,13.217607920499225,0.037519770536197566,21
GLD,Development,2016-01-01,2021-01-01,cci,CCI trend impulse,22499.364918881285,22.499364918881284,13.330053526354908,0.4833475951031019,36
GLD,Development,2016-01-01,2021-01-01,williams,Williams R recovery,18959.272698636065,18.959272698636063,11.5144044987829,0.5181540467582361,30
GLD,Development,2016-01-01,2021-01-01,roc,Rate-of-change momentum,51999.818150015984,51.99981815001598,11.959723914072027,0.7857555332773511,22
GLD,Development,2016-01-01,2021-01-01,cmf,Chaikin money flow trend,34733.646315278515,34.73364631527851,14.018439530256085,0.7005347029110435,50
GLD,Development,2016-01-01,2021-01-01,mfi,Money flow oversold,-292.7652666069189,-0.2927652666069189,13.045407901779015,-0.0007658331762730933,1
GLD,Development,2016-01-01,2021-01-01,keltner,Keltner channel breakout,11984.273126376764,11.984273126376763,15.10259954728165,0.3240398630296492,21
GLD,Development,2016-01-01,2021-01-01,aroon,Aroon trend switch,18671.88798264187,18.67188798264187,17.732427863709546,0.3738113281764904,25
GLD,Development,2016-01-01,2021-01-01,tsi,True strength momentum,36334.84711466887,36.33484711466887,12.696122158494639,0.6288447791001723,20
GLD,Development,2016-01-01,2021-01-01,ultimate,Ultimate oscillator recovery,8928.189123131931,8.928189123131931,16.420503185470167,0.2945704059943642,6
GLD,Development,2016-01-01,2021-01-01,stochrsi,Stochastic RSI pullback,-16375.602325224609,-16.37560232522461,17.004424660928333,-0.47964187851794526,28
GLD,Development,2016-01-01,2021-01-01,buy-hold,Buy and hold (95%),68971.16233038137,68.97116233038138,17.049974616648267,0.8517972515919494,1
GLD,Later sample,2021-01-01,2026-01-01,sma,SMA crossover,62934.98051048911,62.93498051048911,12.012043755159292,0.8528887708511309,15
GLD,Later sample,2021-01-01,2026-01-01,rsi,RSI threshold,14514.616915362276,14.514616915362275,12.708980117941135,0.44475759828404265,4
GLD,Later sample,2021-01-01,2026-01-01,donchian,Donchian breakout,13207.617876856297,13.207617876856297,13.332870444375597,0.28582145662458747,28
GLD,Later sample,2021-01-01,2026-01-01,sma200,Price above SMA 200,65163.43639536618,65.16343639536618,24.368282386686833,0.8295951188221801,29
GLD,Later sample,2021-01-01,2026-01-01,ema,EMA crossover,72441.9537514919,72.44195375149191,13.303569509273494,0.9371333817611872,21
GLD,Later sample,2021-01-01,2026-01-01,macd,MACD signal crossover,40619.14392711586,40.61914392711586,12.669569442708523,0.676829904554013,51
GLD,Later sample,2021-01-01,2026-01-01,adx,ADX directional trend,-1615.2902999181388,-1.6152902999181387,6.552954193004368,-0.055169386696067524,5
GLD,Later sample,2021-01-01,2026-01-01,ichimoku,Ichimoku conversion / base,34435.86338977248,34.43586338977248,19.305253549029835,0.5566987923512287,32
GLD,Later sample,2021-01-01,2026-01-01,supertrend,Supertrend reversal,36023.02319780612,36.02302319780612,17.757615848381374,0.5943443509480123,25
GLD,Later sample,2021-01-01,2026-01-01,psar,Parabolic SAR reversal,67519.91489370551,67.51991489370552,11.832738033423361,0.9690541528862244,50
GLD,Later sample,2021-01-01,2026-01-01,bb-breakout,Bollinger momentum breakout,12736.797755084204,12.736797755084204,13.017857524760018,0.2892673782096968,29
GLD,Later sample,2021-01-01,2026-01-01,bb-reversion,Bollinger mean reversion,17018.814046913132,17.018814046913132,8.115794994867134,0.5853479687784783,21
GLD,Later sample,2021-01-01,2026-01-01,connors,Connors RSI 4 pullback,26314.575284456863,26.314575284456865,9.436322721347876,0.8248276190987661,34
GLD,Later sample,2021-01-01,2026-01-01,stochastic,Stochastic oversold recovery,19716.601960439395,19.716601960439395,13.34727587237079,0.48357739190353155,28
GLD,Later sample,2021-01-01,2026-01-01,cci,CCI trend impulse,22373.89389317842,22.373893893178423,17.588754428922822,0.4280166717280468,36
GLD,Later sample,2021-01-01,2026-01-01,williams,Williams R recovery,25357.831842048065,25.357831842048064,12.3837612580005,0.5915675371280789,37
GLD,Later sample,2021-01-01,2026-01-01,roc,Rate-of-change momentum,78621.1083704028,78.6211083704028,17.83185910239075,0.9629877867568454,18
GLD,Later sample,2021-01-01,2026-01-01,cmf,Chaikin money flow trend,36447.452653575834,36.44745265357584,15.920912243794493,0.5783627562167251,52
GLD,Later sample,2021-01-01,2026-01-01,mfi,Money flow oversold,30816.586994684345,30.816586994684346,9.431861521035271,0.8551111729843591,3
GLD,Later sample,2021-01-01,2026-01-01,keltner,Keltner channel breakout,23168.941751107268,23.16894175110727,13.465335448753798,0.47095178840743257,22
GLD,Later sample,2021-01-01,2026-01-01,aroon,Aroon trend switch,41341.65440268308,41.34165440268308,19.17893731844144,0.6356694256229976,28
GLD,Later sample,2021-01-01,2026-01-01,tsi,True strength momentum,76702.58116520022,76.70258116520021,11.201192992354656,0.9775687953617549,20
GLD,Later sample,2021-01-01,2026-01-01,ultimate,Ultimate oscillator recovery,9286.289582863028,9.286289582863027,12.7055931630929,0.30684330653318875,4
GLD,Later sample,2021-01-01,2026-01-01,stochrsi,Stochastic RSI pullback,18824.819384173228,18.824819384173228,8.861606049444767,0.5977984689324074,31
GLD,Later sample,2021-01-01,2026-01-01,buy-hold,Buy and hold (95%),111485.82651446841,111.48582651446841,20.030139798320306,1.081456390103607,1
